"Order ID","Product ID","Location ID","Sales Person ID","Customer ID","Purchase Date","Quantity","Price","",""
"AX19913","ENX2036","A111","EMP1044","C1382","4/17/2020","1","1582","",""
"AX19935","ENX2003","A143","EMP1005","C1658","1/11/2020","1","1783","",""
"AX19975","ENX2088","A112","EMP1013","C1765","2/26/2020","4","603","",""
"AX19996","ENX2031","A116","EMP1019","C1433","3/18/2020","1","1638","",""
"AX19999","ENX2020","A122","EMP1038","C1430","2/26/2020","3","2005","",""
"AX20005","ENX2055","A151","EMP1031","C1488","4/9/2020","1","2495","",""
"AX20017","ENX2018","A160","EMP1030","C1043","1/18/2020","1","1972","",""
"AX20020","ENX2022","A142","EMP1039","C1766","1/6/2020","3","561","",""
"AX20035","ENX2015","A147","EMP1016","C1685","5/5/2020","4","637","",""
"AX20041","ENX2055","A156","EMP1021","C1070","3/10/2020","1","2495","",""
"AX20042","ENX2013","A127","EMP1007","C1347","3/9/2020","2","368","",""
"AX20083","ENX2093","A124","EMP1031","C1184","5/30/2020","1","112","",""
"AX20122","ENX2092","A154","EMP1029","C1619","2/9/2020","1","1639","",""
"AX20133","ENX2000","A147","EMP1023","C1325","3/13/2020","3","2241","",""
"AX20145","ENX2056","A171","EMP1011","C1090","4/18/2020","4","1635","",""
"AX20153","ENX2070","A107","EMP1006","C1655","3/13/2020","1","1671","",""
"AX20172","ENX2061","A121","EMP1041","C1521","2/4/2020","1","913","",""
"AX20222","ENX2033","A114","EMP1007","C1105","3/30/2020","1","2182","",""
"AX20258","ENX2066","A138","EMP1037","C1752","3/29/2020","2","2091","",""
"AX20265","ENX2062","A114","EMP1005","C1164","3/18/2020","3","2464","",""
"AX20268","ENX2094","A173","EMP1036","C1289","3/6/2020","2","771","",""
"AX20270","ENX2009","A117","EMP1010","C1724","2/9/2020","1","584","",""
"AX20274","ENX2035","A122","EMP1041","C1016","5/26/2020","3","458","",""
"AX20275","ENX2045","A107","EMP1009","C1186","3/6/2020","4","556","",""
"AX20286","ENX2055","A145","EMP1009","C1342","4/19/2020","1","2495","",""
"AX20293","ENX2044","A137","EMP1038","C1118","3/16/2020","4","886","",""
"AX20322","ENX2033","A122","EMP1042","C1255","1/25/2020","2","2182","",""
"AX20330","ENX2020","A132","EMP1040","C1753","3/2/2020","1","2005","",""
"AX20337","ENX2082","A132","EMP1004","C1248","2/27/2020","1","1103","",""
"AX20353","ENX2060","A125","EMP1023","C1455","1/7/2020","1","1467","",""
"AX20378","ENX2076","A102","EMP1022","C1100","2/5/2020","2","1522","",""
"AX20393","ENX2033","A160","EMP1041","C1449","2/16/2020","2","2182","",""
"AX20399","ENX2002","A146","EMP1033","C1551","3/31/2020","3","847","",""
"AX20414","ENX2084","A145","EMP1009","C1384","5/9/2020","1","1783","",""
"AX20417","ENX2078","A156","EMP1028","C1566","4/8/2020","2","1798","",""
"AX20418","ENX2009","A151","EMP1034","C1063","4/27/2020","1","584","",""
"AX20426","ENX2047","A137","EMP1043","C1392","2/14/2020","1","290","",""
"AX20452","ENX2015","A168","EMP1012","C1039","4/25/2020","3","637","",""
"AX20454","ENX2071","A106","EMP1012","C1174","1/31/2020","3","136","",""
"AX20473","ENX2099","A127","EMP1039","C1505","3/21/2020","1","1367","",""
"AX20488","ENX2036","A104","EMP1038","C1350","1/12/2020","2","1582","",""
"AX20501","ENX2013","A127","EMP1030","C1444","3/13/2020","2","368","",""
"AX20509","ENX2005","A157","EMP1039","C1532","1/14/2020","4","684","",""
"AX20527","ENX2033","A152","EMP1008","C1706","5/29/2020","1","2182","",""
"AX20546","ENX2007","A140","EMP1032","C1531","3/25/2020","1","1405","",""
"AX20553","ENX2073","A112","EMP1012","C1154","4/23/2020","1","95","",""
"AX20568","ENX2030","A114","EMP1031","C1508","2/28/2020","1","1899","",""
"AX20599","ENX2028","A152","EMP1017","C1676","1/7/2020","4","2283","",""
"AX20616","ENX2070","A102","EMP1043","C1092","5/6/2020","1","1671","",""
"AX20641","ENX2064","A138","EMP1025","C1164","5/6/2020","1","1414","",""
"AX20657","ENX2075","A139","EMP1034","C1209","4/1/2020","1","400","",""
"AX20673","ENX2056","A153","EMP1022","C1695","1/28/2020","1","1635","",""
"AX20679","ENX2053","A173","EMP1007","C1773","2/11/2020","2","596","",""
"AX20683","ENX2007","A162","EMP1024","C1590","2/3/2020","2","1405","",""
"AX20699","ENX2066","A169","EMP1004","C1772","4/7/2020","4","2091","",""
"AX20711","ENX2098","A140","EMP1016","C1523","4/29/2020","2","1178","",""
"AX20723","ENX2010","A146","EMP1043","C1584","3/18/2020","2","1812","",""
"AX20728","ENX2035","A102","EMP1018","C1129","3/20/2020","1","458","",""
"AX20734","ENX2046","A160","EMP1005","C1636","5/14/2020","1","2410","",""
"AX20750","ENX2071","A115","EMP1017","C1559","4/24/2020","1","136","",""
"AX20763","ENX2095","A115","EMP1008","C1034","4/21/2020","1","1743","",""
"AX20800","ENX2081","A133","EMP1033","C1348","4/27/2020","1","1566","",""
"AX20825","ENX2067","A120","EMP1004","C1392","4/7/2020","2","1119","",""
"AX20835","ENX2022","A156","EMP1029","C1097","2/8/2020","2","561","",""
"AX20855","ENX2047","A103","EMP1016","C1620","1/29/2020","3","290","",""
"AX20863","ENX2049","A148","EMP1018","C1000","4/29/2020","3","826","",""
"AX20884","ENX2049","A170","EMP1030","C1542","4/20/2020","3","826","",""
"AX20904","ENX2016","A163","EMP1030","C1512","5/12/2020","1","1351","",""
"AX20939","ENX2017","A155","EMP1021","C1416","5/22/2020","1","35","",""
"AX20986","ENX2055","A112","EMP1044","C1007","5/19/2020","1","2495","",""
"AX20992","ENX2084","A147","EMP1004","C1709","3/1/2020","1","1783","",""
"AX21001","ENX2004","A156","EMP1016","C1324","5/19/2020","1","1278","",""
"AX21024","ENX2060","A105","EMP1007","C1789","5/17/2020","2","1467","",""
"AX21042","ENX2010","A116","EMP1010","C1357","1/1/2020","1","1812","",""
"AX21065","ENX2097","A170","EMP1006","C1287","3/13/2020","1","1052","",""
"AX21079","ENX2086","A158","EMP1033","C1714","5/28/2020","1","123","",""
"AX21086","ENX2053","A161","EMP1043","C1016","1/16/2020","2","596","",""
"AX21126","ENX2000","A150","EMP1038","C1506","3/22/2020","1","2241","",""
"AX21127","ENX2041","A172","EMP1044","C1179","4/22/2020","3","1380","",""
"AX21135","ENX2047","A132","EMP1042","C1773","4/28/2020","2","290","",""
"AX21153","ENX2042","A172","EMP1035","C1507","1/25/2020","1","203","",""
"AX21164","ENX2027","A169","EMP1018","C1658","1/29/2020","1","2497","",""
"AX21172","ENX2029","A124","EMP1033","C1424","3/26/2020","1","1848","",""
"AX21174","ENX2039","A102","EMP1035","C1185","2/9/2020","1","817","",""
"AX21198","ENX2046","A131","EMP1024","C1095","1/19/2020","1","2410","",""
"AX21201","ENX2080","A113","EMP1014","C1383","3/4/2020","4","2353","",""
"AX21215","ENX2055","A102","EMP1002","C1402","5/4/2020","1","2495","",""
"AX21223","ENX2099","A153","EMP1003","C1273","5/11/2020","1","1367","",""
"AX21242","ENX2001","A162","EMP1025","C1538","3/1/2020","1","951","",""
"AX21244","ENX2054","A101","EMP1041","C1753","3/18/2020","1","127","",""
"AX21251","ENX2024","A120","EMP1014","C1061","1/2/2020","1","356","",""
"AX21269","ENX2015","A100","EMP1033","C1407","1/28/2020","1","637","",""
"AX21282","ENX2090","A118","EMP1018","C1223","1/16/2020","2","1338","",""
"AX21292","ENX2094","A113","EMP1011","C1688","4/20/2020","1","771","",""
"AX21338","ENX2026","A101","EMP1020","C1603","4/7/2020","1","947","",""
"AX21382","ENX2056","A152","EMP1007","C1777","4/17/2020","1","1635","",""
"AX21385","ENX2095","A138","EMP1044","C1303","3/18/2020","1","1743","",""
"AX21393","ENX2060","A120","EMP1039","C1160","4/27/2020","1","1467","",""
"AX21402","ENX2015","A142","EMP1038","C1451","5/15/2020","4","637","",""
"AX21408","ENX2081","A134","EMP1028","C1376","5/27/2020","1","1566","",""
"AX21412","ENX2082","A148","EMP1012","C1361","5/10/2020","2","1103","",""
"AX21416","ENX2064","A107","EMP1023","C1681","3/20/2020","3","1414","",""
"AX21423","ENX2040","A172","EMP1018","C1578","3/18/2020","1","1889","",""
"AX21447","ENX2090","A104","EMP1043","C1123","5/8/2020","1","1338","",""
"AX21460","ENX2094","A133","EMP1031","C1525","2/24/2020","2","771","",""
"AX21471","ENX2047","A157","EMP1039","C1449","5/20/2020","1","290","",""
"AX21478","ENX2039","A132","EMP1022","C1625","5/15/2020","1","817","",""
"AX21479","ENX2046","A160","EMP1040","C1317","1/21/2020","1","2410","",""
"AX21493","ENX2032","A165","EMP1007","C1080","3/4/2020","1","1967","",""
"AX21521","ENX2063","A131","EMP1041","C1103","2/9/2020","1","1708","",""
"AX21536","ENX2067","A137","EMP1018","C1003","3/27/2020","1","1119","",""
"AX21581","ENX2050","A143","EMP1010","C1146","2/24/2020","1","2391","",""
"AX21589","ENX2086","A101","EMP1013","C1725","2/6/2020","3","123","",""
"AX21606","ENX2061","A141","EMP1034","C1539","3/23/2020","1","913","",""
"AX21628","ENX2092","A129","EMP1044","C1335","4/24/2020","1","1639","",""
"AX21644","ENX2040","A158","EMP1031","C1322","5/18/2020","1","1889","",""
"AX21663","ENX2013","A142","EMP1024","C1270","3/16/2020","3","368","",""
"AX21678","ENX2080","A158","EMP1008","C1332","2/11/2020","1","2353","",""
"AX21722","ENX2055","A144","EMP1009","C1044","2/15/2020","1","2495","",""
"AX21760","ENX2034","A116","EMP1033","C1301","2/18/2020","3","871","",""
"AX21763","ENX2067","A157","EMP1044","C1176","3/3/2020","2","1119","",""
"AX21772","ENX2056","A101","EMP1038","C1123","2/24/2020","2","1635","",""
"AX21793","ENX2051","A124","EMP1025","C1680","5/1/2020","1","1077","",""
"AX21798","ENX2040","A109","EMP1036","C1367","5/8/2020","3","1889","",""
"AX21802","ENX2075","A172","EMP1033","C1067","1/2/2020","4","400","",""
"AX21840","ENX2023","A127","EMP1016","C1057","2/16/2020","1","818","",""
"AX21845","ENX2062","A132","EMP1037","C1353","1/1/2020","1","2464","",""
"AX21857","ENX2076","A173","EMP1003","C1252","2/19/2020","2","1522","",""
"AX21883","ENX2077","A104","EMP1013","C1001","3/31/2020","2","530","",""
"AX21916","ENX2081","A108","EMP1009","C1232","4/20/2020","1","1566","",""
"AX21953","ENX2041","A141","EMP1037","C1127","3/6/2020","2","1380","",""
"AX21954","ENX2017","A110","EMP1004","C1555","2/3/2020","3","35","",""
"AX21996","ENX2061","A120","EMP1014","C1560","3/29/2020","1","913","",""
"AX22029","ENX2057","A148","EMP1033","C1433","5/28/2020","3","181","",""
"AX22031","ENX2046","A108","EMP1034","C1604","2/15/2020","3","2410","",""
"AX22036","ENX2083","A137","EMP1015","C1687","5/28/2020","1","2141","",""
"AX22039","ENX2059","A123","EMP1022","C1301","3/9/2020","1","1494","",""
"AX22055","ENX2029","A133","EMP1028","C1451","1/26/2020","1","1848","",""
"AX22067","ENX2025","A143","EMP1001","C1669","4/5/2020","1","667","",""
"AX22071","ENX2083","A106","EMP1003","C1543","3/31/2020","1","2141","",""
"AX22084","ENX2043","A121","EMP1008","C1643","1/8/2020","3","545","",""
"AX22088","ENX2057","A154","EMP1010","C1798","2/16/2020","1","181","",""
"AX22137","ENX2076","A145","EMP1038","C1328","4/8/2020","1","1522","",""
"AX22161","ENX2079","A146","EMP1018","C1115","3/6/2020","3","1725","",""
"AX22176","ENX2038","A152","EMP1044","C1774","1/15/2020","1","392","",""
"AX22179","ENX2056","A164","EMP1039","C1375","5/3/2020","2","1635","",""
"AX22180","ENX2057","A166","EMP1002","C1116","3/9/2020","1","181","",""
"AX22187","ENX2081","A150","EMP1017","C1722","2/15/2020","1","1566","",""
"AX22189","ENX2027","A118","EMP1031","C1523","5/21/2020","1","2497","",""
"AX22199","ENX2018","A122","EMP1026","C1624","1/29/2020","2","1972","",""
"AX22200","ENX2010","A101","EMP1027","C1693","5/8/2020","1","1812","",""
"AX22202","ENX2030","A142","EMP1000","C1322","5/1/2020","1","1899","",""
"AX22205","ENX2002","A173","EMP1012","C1382","3/30/2020","3","847","",""
"AX22288","ENX2043","A138","EMP1041","C1775","5/26/2020","3","545","",""
"AX22289","ENX2021","A110","EMP1016","C1177","3/23/2020","1","217","",""
"AX22314","ENX2030","A145","EMP1029","C1576","5/16/2020","3","1899","",""
"AX22385","ENX2054","A129","EMP1004","C1699","5/28/2020","2","127","",""
"AX22394","ENX2068","A131","EMP1016","C1733","5/20/2020","1","1500","",""
"AX22407","ENX2034","A122","EMP1025","C1712","3/16/2020","4","871","",""
"AX22409","ENX2044","A147","EMP1033","C1182","4/24/2020","2","886","",""
"AX22413","ENX2041","A141","EMP1007","C1234","3/13/2020","1","1380","",""
"AX22416","ENX2084","A159","EMP1018","C1021","3/23/2020","3","1783","",""
"AX22431","ENX2057","A126","EMP1017","C1638","4/2/2020","3","181","",""
"AX22437","ENX2078","A109","EMP1040","C1115","4/27/2020","4","1798","",""
"AX22453","ENX2015","A138","EMP1017","C1759","4/5/2020","3","637","",""
"AX22471","ENX2035","A151","EMP1015","C1568","4/16/2020","3","458","",""
"AX22475","ENX2045","A121","EMP1035","C1339","3/24/2020","3","556","",""
"AX22491","ENX2032","A165","EMP1009","C1232","5/27/2020","3","1967","",""
"AX22506","ENX2061","A127","EMP1014","C1059","2/3/2020","1","913","",""
"AX22548","ENX2047","A115","EMP1029","C1725","4/4/2020","1","290","",""
"AX22549","ENX2016","A137","EMP1038","C1596","5/23/2020","1","1351","",""
"AX22583","ENX2072","A167","EMP1002","C1237","3/22/2020","1","1887","",""
"AX22586","ENX2052","A122","EMP1017","C1135","3/18/2020","1","1526","",""
"AX22608","ENX2026","A115","EMP1016","C1246","1/15/2020","4","947","",""
"AX22634","ENX2045","A128","EMP1022","C1349","4/26/2020","4","556","",""
"AX22655","ENX2094","A111","EMP1030","C1255","4/7/2020","2","771","",""
"AX22715","ENX2062","A157","EMP1044","C1198","4/24/2020","3","2464","",""
"AX22725","ENX2025","A164","EMP1019","C1779","5/17/2020","2","667","",""
"AX22736","ENX2002","A143","EMP1003","C1432","5/21/2020","3","847","",""
"AX22747","ENX2055","A137","EMP1009","C1491","3/26/2020","4","2495","",""
"AX22750","ENX2042","A105","EMP1044","C1144","5/27/2020","1","203","",""
"AX22782","ENX2009","A110","EMP1002","C1458","3/27/2020","2","584","",""
"AX22797","ENX2003","A110","EMP1004","C1364","2/8/2020","1","1783","",""
"AX22838","ENX2028","A160","EMP1006","C1013","5/26/2020","4","2283","",""
"AX22879","ENX2007","A124","EMP1021","C1465","5/25/2020","2","1405","",""
"AX22885","ENX2083","A144","EMP1009","C1539","2/7/2020","1","2141","",""
"AX22904","ENX2099","A160","EMP1010","C1134","3/19/2020","1","1367","",""
"AX22922","ENX2091","A125","EMP1006","C1418","3/18/2020","2","368","",""
"AX22926","ENX2020","A137","EMP1016","C1445","3/26/2020","3","2005","",""
"AX22932","ENX2012","A171","EMP1041","C1742","5/29/2020","1","1353","",""
"AX22939","ENX2094","A116","EMP1034","C1065","5/20/2020","1","771","",""
"AX22943","ENX2090","A128","EMP1044","C1512","4/11/2020","2","1338","",""
"AX22947","ENX2028","A132","EMP1025","C1165","1/28/2020","4","2283","",""
"AX22976","ENX2065","A108","EMP1030","C1323","1/22/2020","1","2396","",""
"AX22985","ENX2075","A139","EMP1007","C1359","4/18/2020","2","400","",""
"AX22989","ENX2013","A109","EMP1012","C1752","4/30/2020","1","368","",""
"AX23013","ENX2018","A120","EMP1013","C1346","3/22/2020","3","1972","",""
"AX23035","ENX2086","A100","EMP1008","C1587","1/15/2020","4","123","",""
"AX23039","ENX2075","A123","EMP1000","C1091","1/8/2020","3","400","",""
"AX23045","ENX2020","A129","EMP1023","C1117","3/14/2020","1","2005","",""
"AX23052","ENX2065","A100","EMP1004","C1037","4/15/2020","1","2396","",""
"AX23078","ENX2002","A165","EMP1027","C1452","2/1/2020","1","847","",""
"AX23079","ENX2033","A162","EMP1004","C1364","1/23/2020","4","2182","",""
"AX23084","ENX2032","A106","EMP1040","C1490","1/16/2020","1","1967","",""
"AX23086","ENX2034","A153","EMP1032","C1708","2/21/2020","2","871","",""
"AX23090","ENX2004","A120","EMP1016","C1681","1/5/2020","4","1278","",""
"AX23143","ENX2036","A119","EMP1010","C1043","4/16/2020","1","1582","",""
"AX23181","ENX2044","A121","EMP1026","C1021","4/10/2020","1","886","",""
"AX23188","ENX2093","A139","EMP1024","C1748","2/9/2020","1","112","",""
"AX23229","ENX2093","A161","EMP1028","C1416","4/19/2020","3","112","",""
"AX23255","ENX2084","A154","EMP1006","C1371","3/15/2020","3","1783","",""
"AX23265","ENX2090","A158","EMP1041","C1291","5/12/2020","1","1338","",""
"AX23283","ENX2023","A106","EMP1041","C1314","1/21/2020","1","818","",""
"AX23284","ENX2021","A110","EMP1001","C1561","5/3/2020","3","217","",""
"AX23287","ENX2084","A158","EMP1039","C1704","2/14/2020","2","1783","",""
"AX23313","ENX2005","A152","EMP1014","C1584","3/13/2020","3","684","",""
"AX23320","ENX2051","A115","EMP1002","C1236","3/25/2020","2","1077","",""
"AX23334","ENX2091","A143","EMP1005","C1036","1/17/2020","1","368","",""
"AX23361","ENX2034","A125","EMP1041","C1529","1/2/2020","3","871","",""
"AX23391","ENX2089","A128","EMP1002","C1533","5/4/2020","3","2294","",""
"AX23392","ENX2027","A121","EMP1029","C1053","2/12/2020","4","2497","",""
"AX23400","ENX2083","A160","EMP1039","C1510","5/14/2020","2","2141","",""
"AX23404","ENX2078","A103","EMP1014","C1235","1/10/2020","1","1798","",""
"AX23413","ENX2068","A172","EMP1032","C1512","4/17/2020","4","1500","",""
"AX23420","ENX2066","A126","EMP1024","C1701","4/22/2020","1","2091","",""
"AX23440","ENX2023","A116","EMP1018","C1160","3/3/2020","1","818","",""
"AX23464","ENX2069","A145","EMP1002","C1657","1/7/2020","3","378","",""
"AX23483","ENX2018","A150","EMP1011","C1532","3/6/2020","1","1972","",""
"AX23517","ENX2003","A121","EMP1038","C1077","5/6/2020","1","1783","",""
"AX23536","ENX2033","A126","EMP1014","C1081","3/24/2020","2","2182","",""
"AX23541","ENX2033","A135","EMP1014","C1620","3/28/2020","1","2182","",""
"AX23548","ENX2009","A137","EMP1040","C1011","1/25/2020","2","584","",""
"AX23550","ENX2081","A113","EMP1000","C1272","5/18/2020","2","1566","",""
"AX23557","ENX2080","A122","EMP1012","C1178","5/4/2020","1","2353","",""
"AX23560","ENX2091","A163","EMP1005","C1495","3/17/2020","1","368","",""
"AX23562","ENX2079","A135","EMP1041","C1232","3/9/2020","1","1725","",""
"AX23567","ENX2025","A152","EMP1032","C1122","1/11/2020","1","667","",""
"AX23568","ENX2043","A142","EMP1020","C1148","3/18/2020","1","545","",""
"AX23575","ENX2095","A170","EMP1039","C1052","2/5/2020","2","1743","",""
"AX23606","ENX2087","A150","EMP1030","C1785","1/22/2020","2","1022","",""
"AX23619","ENX2046","A152","EMP1038","C1760","4/5/2020","3","2410","",""
"AX23645","ENX2023","A168","EMP1007","C1728","1/28/2020","2","818","",""
"AX23646","ENX2046","A173","EMP1012","C1404","3/1/2020","1","2410","",""
"AX23683","ENX2055","A172","EMP1028","C1091","2/27/2020","4","2495","",""
"AX23706","ENX2068","A127","EMP1013","C1147","5/24/2020","3","1500","",""
"AX23727","ENX2047","A160","EMP1005","C1418","2/22/2020","3","290","",""
"AX23740","ENX2056","A146","EMP1027","C1113","4/23/2020","1","1635","",""
"AX23753","ENX2007","A129","EMP1019","C1535","5/28/2020","1","1405","",""
"AX23756","ENX2062","A129","EMP1030","C1210","3/2/2020","4","2464","",""
"AX23762","ENX2072","A100","EMP1021","C1337","3/9/2020","1","1887","",""
"AX23800","ENX2065","A171","EMP1009","C1578","2/14/2020","4","2396","",""
"AX23805","ENX2003","A165","EMP1015","C1385","5/30/2020","1","1783","",""
"AX23836","ENX2000","A123","EMP1019","C1698","4/9/2020","1","2241","",""
"AX23848","ENX2094","A132","EMP1010","C1348","1/9/2020","1","771","",""
"AX23866","ENX2060","A110","EMP1036","C1688","4/13/2020","1","1467","",""
"AX23890","ENX2060","A123","EMP1031","C1140","3/22/2020","1","1467","",""
"AX23912","ENX2083","A140","EMP1034","C1097","1/29/2020","1","2141","",""
"AX23927","ENX2070","A168","EMP1004","C1729","2/10/2020","4","1671","",""
"AX23931","ENX2062","A110","EMP1016","C1084","5/8/2020","1","2464","",""
"AX23964","ENX2021","A113","EMP1044","C1347","5/8/2020","1","217","",""
"AX23970","ENX2022","A145","EMP1028","C1255","1/9/2020","2","561","",""
"AX23979","ENX2055","A139","EMP1039","C1223","3/16/2020","3","2495","",""
"AX23991","ENX2074","A119","EMP1041","C1320","5/17/2020","2","504","",""
"AX24002","ENX2066","A128","EMP1011","C1710","4/9/2020","1","2091","",""
"AX24018","ENX2028","A137","EMP1020","C1686","5/16/2020","4","2283","",""
"AX24033","ENX2037","A104","EMP1014","C1758","2/26/2020","2","880","",""
"AX24036","ENX2042","A172","EMP1010","C1261","2/14/2020","1","203","",""
"AX24051","ENX2079","A169","EMP1023","C1447","4/21/2020","1","1725","",""
"AX24066","ENX2016","A106","EMP1041","C1344","2/5/2020","1","1351","",""
"AX24069","ENX2046","A121","EMP1005","C1290","5/23/2020","1","2410","",""
"AX24073","ENX2048","A117","EMP1026","C1740","1/22/2020","1","502","",""
"AX24082","ENX2055","A170","EMP1012","C1535","4/20/2020","2","2495","",""
"AX24088","ENX2091","A161","EMP1042","C1353","5/18/2020","1","368","",""
"AX24090","ENX2009","A172","EMP1037","C1443","1/26/2020","1","584","",""
"AX24091","ENX2074","A172","EMP1037","C1552","5/21/2020","3","504","",""
"AX24109","ENX2065","A155","EMP1011","C1445","2/6/2020","1","2396","",""
"AX24124","ENX2035","A133","EMP1043","C1686","5/25/2020","4","458","",""
"AX24129","ENX2012","A110","EMP1022","C1284","3/25/2020","4","1353","",""
"AX24143","ENX2057","A149","EMP1043","C1623","3/2/2020","2","181","",""
"AX24146","ENX2077","A115","EMP1034","C1370","1/22/2020","3","530","",""
"AX24152","ENX2023","A147","EMP1004","C1793","3/22/2020","1","818","",""
"AX24199","ENX2094","A102","EMP1011","C1423","1/30/2020","2","771","",""
"AX24206","ENX2022","A163","EMP1017","C1059","4/9/2020","2","561","",""
"AX24221","ENX2056","A163","EMP1031","C1580","1/29/2020","1","1635","",""
"AX24237","ENX2057","A109","EMP1017","C1785","2/5/2020","1","181","",""
"AX24247","ENX2066","A152","EMP1017","C1155","5/12/2020","2","2091","",""
"AX24251","ENX2078","A124","EMP1024","C1479","3/27/2020","1","1798","",""
"AX24256","ENX2069","A170","EMP1025","C1513","5/2/2020","1","378","",""
"AX24271","ENX2077","A102","EMP1000","C1325","3/25/2020","1","530","",""
"AX24301","ENX2100","A125","EMP1026","C1318","4/3/2020","1","799","",""
"AX24304","ENX2048","A102","EMP1002","C1713","3/6/2020","1","502","",""
"AX24320","ENX2094","A173","EMP1023","C1073","1/30/2020","1","771","",""
"AX24322","ENX2057","A159","EMP1035","C1235","4/21/2020","1","181","",""
"AX24327","ENX2075","A157","EMP1002","C1084","2/20/2020","1","400","",""
"AX24336","ENX2016","A150","EMP1040","C1203","5/5/2020","2","1351","",""
"AX24340","ENX2081","A134","EMP1012","C1724","4/7/2020","1","1566","",""
"AX24356","ENX2053","A113","EMP1012","C1319","4/15/2020","2","596","",""
"AX24361","ENX2048","A154","EMP1001","C1409","4/26/2020","1","502","",""
"AX24366","ENX2021","A119","EMP1043","C1655","5/1/2020","2","217","",""
"AX24399","ENX2076","A119","EMP1027","C1356","1/19/2020","1","1522","",""
"AX24403","ENX2027","A171","EMP1042","C1351","2/23/2020","1","2497","",""
"AX24426","ENX2069","A104","EMP1010","C1068","4/24/2020","1","378","",""
"AX24429","ENX2005","A154","EMP1021","C1713","2/1/2020","1","684","",""
"AX24482","ENX2083","A151","EMP1041","C1779","1/15/2020","4","2141","",""
"AX24490","ENX2078","A160","EMP1034","C1688","1/20/2020","3","1798","",""
"AX24510","ENX2004","A156","EMP1000","C1779","4/1/2020","4","1278","",""
"AX24527","ENX2053","A164","EMP1032","C1715","2/28/2020","3","596","",""
"AX24537","ENX2023","A116","EMP1020","C1706","4/2/2020","1","818","",""
"AX24567","ENX2031","A106","EMP1036","C1257","4/14/2020","1","1638","",""
"AX24570","ENX2003","A164","EMP1004","C1614","5/10/2020","2","1783","",""
"AX24596","ENX2016","A136","EMP1043","C1173","1/7/2020","2","1351","",""
"AX24597","ENX2019","A151","EMP1001","C1748","4/3/2020","1","800","",""
"AX24604","ENX2021","A120","EMP1040","C1078","5/30/2020","2","217","",""
"AX24639","ENX2019","A162","EMP1002","C1587","2/4/2020","2","800","",""
"AX24641","ENX2065","A147","EMP1009","C1518","2/27/2020","1","2396","",""
"AX24671","ENX2090","A127","EMP1044","C1471","3/25/2020","3","1338","",""
"AX24684","ENX2095","A154","EMP1013","C1568","3/22/2020","1","1743","",""
"AX24734","ENX2018","A154","EMP1034","C1045","4/25/2020","1","1972","",""
"AX24750","ENX2043","A108","EMP1023","C1306","3/18/2020","2","545","",""
"AX24762","ENX2048","A104","EMP1038","C1652","1/28/2020","3","502","",""
"AX24771","ENX2062","A115","EMP1036","C1084","5/12/2020","3","2464","",""
"AX24782","ENX2009","A122","EMP1003","C1157","2/25/2020","2","584","",""
"AX24784","ENX2086","A102","EMP1006","C1737","1/11/2020","2","123","",""
"AX24786","ENX2019","A134","EMP1025","C1305","4/5/2020","2","800","",""
"AX24787","ENX2087","A141","EMP1027","C1142","3/1/2020","2","1022","",""
"AX24800","ENX2069","A152","EMP1015","C1476","3/9/2020","3","378","",""
"AX24833","ENX2058","A148","EMP1008","C1261","1/20/2020","1","2257","",""
"AX24843","ENX2083","A168","EMP1011","C1445","4/26/2020","4","2141","",""
"AX24928","ENX2000","A116","EMP1020","C1318","2/18/2020","3","2241","",""
"AX24929","ENX2050","A169","EMP1021","C1369","5/18/2020","4","2391","",""
"AX24950","ENX2048","A107","EMP1008","C1472","2/16/2020","1","502","",""
"AX24973","ENX2006","A149","EMP1036","C1095","4/24/2020","1","1826","",""
"AX24977","ENX2060","A169","EMP1038","C1446","5/26/2020","1","1467","",""
"AX24980","ENX2076","A148","EMP1007","C1140","2/19/2020","2","1522","",""
